label,social_____avg_delta_follower,social_____avg_delta_friend,social_____avg_favourites,social_____avg_follower,social_____avg_friend,social_____avg_listed,social_____avg_statuses,social_____delta_followers_count_down,social_____delta_followers_count_else,social_____delta_followers_count_up,social_____delta_followers_count_up_percent,social_____max_delta_follower,social_____max_delta_friend,social_____max_favourites,social_____max_follower,social_____max_friend,social_____max_listed,social_____max_statuses,social_____verified_percent,tweet_id
non-rumor,-3241037.233433735,-24354.01957831325,36204.853107344636,14753.888418079096,3148.49011299435,74.3319209039548,68576.43926553673,634.0,0.0,30.0,0.045180722891566265,19921.0,913524.0,927389.0,4419354.0,916002.0,20673.0,1567977.0,0.00423728813559322,689867195657101312
true,-3403857.6516853934,1845.6067415730338,15592.255555555555,41518.97777777778,1866.7777777777778,301.26666666666665,58878.75555555556,89.0,0.0,0.0,0.0,-1694.0,35914.0,131552.0,3484652.0,35917.0,20016.0,426186.0,0.1,553512735192141826
true,-63371.1012145749,-10833.647773279352,22130.93445692884,3637.252808988764,1361.061797752809,49.653558052434455,56650.277153558054,443.0,0.0,51.0,0.10323886639676114,167793.0,147464.0,350923.0,178915.0,157158.0,1531.0,1715271.0,0.011235955056179775,544517264054423552
false,-23.428571428571427,-121.0952380952381,10642.044052863435,703.9339207048458,469.2026431718062,9.581497797356828,30650.93832599119,12.0,0.0,9.0,0.42857142857142855,1375.0,427.0,222898.0,15290.0,4885.0,140.0,342978.0,0.0,656629493377990656
unverified,-86402.1885375494,-55549.21185770751,32276.223300970873,2117.7984466019416,1446.6322330097087,58.15106796116505,42700.09708737864,2361.0,1.0,168.0,0.06640316205533597,380028.0,4552.0,910450.0,428859.0,82013.0,4333.0,1164720.0,0.010097087378640776,663744139666804736
false,-5898693.547738694,-1852.2964824120604,35068.92462311558,72217.13065326633,1985.7738693467336,610.929648241206,86752.14572864321,195.0,0.0,4.0,0.020100502512562814,12933165.0,41798.0,781383.0,13290929.0,42416.0,94713.0,1711952.0,0.04020100502512563,675005503160901632
false,-4841.18085106383,570.5,12734.031578947368,715.7473684210527,712.7473684210527,21.88421052631579,33457.73684210526,92.0,0.0,2.0,0.02127659574468085,96.0,5395.0,227576.0,5616.0,5490.0,752.0,397173.0,0.0,638047610973089793
unverified,-35743.375,-18665.772727272728,41568.34042553192,9718.968085106382,6692.765957446809,115.32978723404256,81962.0425531915,80.0,0.0,8.0,0.09090909090909091,145656.0,53363.0,348568.0,186460.0,78039.0,1186.0,420558.0,0.0,727623131494387714
non-rumor,-10099979.72265625,-102299.7919921875,21165.772946859903,13271.282125603864,950.0202898550725,60.193236714975846,42923.2038647343,989.0,0.0,35.0,0.0341796875,30892.0,2836.0,728582.0,11592863.0,117511.0,35871.0,1257898.0,0.00966183574879227,723198441690636288
true,-41392116.296703294,643.3516483516484,40907.92391304348,238375.21195652173,1605.6195652173913,1220.8260869565217,87628.10869565218,181.0,0.0,1.0,0.005494505494505495,2327.0,28866.0,564174.0,43297492.0,29753.0,199791.0,1800870.0,0.021739130434782608,641082932740947972
false,-896321.0326086957,-1727.2934782608695,8671.329787234043,12445.968085106382,564.4787234042553,35.62765957446808,33284.3085106383,82.0,0.0,10.0,0.10869565217391304,1402.0,1215.0,54774.0,1114932.0,3520.0,2707.0,153784.0,0.0,648894687542034432
non-rumor,-5718788.80608365,440.0228136882129,25382.875471698113,29523.883018867924,2183.4754716981133,277.1698113207547,47433.88301886793,263.0,0.0,0.0,0.0,-857.0,164695.0,574743.0,6285671.0,164971.0,38759.0,1330116.0,0.022641509433962263,692925396292091905
unverified,-4597090.924242424,-38.71212121212121,19213.253731343284,73004.97014925373,1745.2835820895523,494.6119402985075,46335.611940298506,65.0,0.0,1.0,0.015151515151515152,1108.0,19946.0,520686.0,4742862.0,21686.0,24680.0,843609.0,0.04477611940298507,752934272500109313
unverified,-80246.546875,-1439.090625,38623.8125,3006.6164772727275,1435.721590909091,69.22443181818181,90728.96306818182,274.0,0.0,46.0,0.14375,28751.0,18983.0,619580.0,197085.0,22859.0,5419.0,774783.0,0.011363636363636364,778572032531427332
unverified,-819878.4515455305,-7887.55388471178,36133.413559322034,3504.2300847457627,1582.7682203389832,83.46652542372881,48717.16398305085,2289.0,0.0,105.0,0.043859649122807015,935250.0,65666.0,710752.0,1232445.0,78081.0,11285.0,993146.0,0.010169491525423728,716451800581279744
false,-64601.614808652244,-7922.329450915141,30739.606003039513,2441.8590425531916,1254.3446048632218,38.49924012158055,48496.03837386018,2182.0,1.0,221.0,0.09193011647254576,484263.0,329593.0,1003792.0,518669.0,333164.0,4388.0,774784.0,0.004559270516717325,637868242560638980
true,-201197.84649122806,-8.846491228070175,35258.91596638656,4183.441176470588,1957.7605042016808,95.36974789915966,108284.1806722689,211.0,0.0,17.0,0.07456140350877193,20087.0,51744.0,1153607.0,293633.0,52587.0,3966.0,946073.0,0.02100840336134454,498430783699554305
false,-859298.5447154471,-2831.4336043360436,12243.290666666666,3348.3973333333333,503.4746666666667,25.922666666666668,55545.450666666664,349.0,0.0,20.0,0.05420054200542006,4890.0,26590.0,293081.0,1026675.0,30462.0,2316.0,397806.0,0.0,641430951403343872
false,-2154028.23,237.37,16079.148514851486,28756.059405940596,1132.4356435643565,237.27722772277227,32076.574257425742,98.0,0.0,2.0,0.02,260.0,11531.0,391615.0,2707342.0,12568.0,14557.0,540401.0,0.0297029702970297,635632641635667968
unverified,-2527738.3368421053,575.5052631578948,12071.808080808081,27835.646464646463,1243.7272727272727,230.41414141414143,52069.48484848485,94.0,0.0,1.0,0.010526315789473684,2558.0,8265.0,104964.0,2639910.0,8889.0,17285.0,1038364.0,0.020202020202020204,652000523525091328
false,3889.9268292682927,3912.243902439024,6733.318181818182,7011.568181818182,3715.7045454545455,51.34090909090909,31881.522727272728,24.0,0.0,17.0,0.4146341463414634,34868.0,31342.0,65373.0,37620.0,31342.0,881.0,206833.0,0.0,626897206717624320
non-rumor,-19664539.535885166,366.07655502392345,23988.063981042655,50108.78672985782,1527.8838862559242,356.78199052132703,61799.09478672986,416.0,0.0,2.0,0.004784688995215311,1207.0,48223.0,605693.0,20397731.0,49308.0,117800.0,1711952.0,0.004739336492890996,693476774462820352
false,-994381.6728395062,-3192.820987654321,23736.469512195123,8950.969512195123,694.7865853658536,109.7560975609756,47028.14024390244,154.0,0.0,8.0,0.04938271604938271,3734.0,1748.0,905506.0,1320145.0,5829.0,12582.0,572064.0,0.012195121951219513,626516248206135296
false,-1657218.472392638,1537.4662576687117,11956.47462686567,8610.994029850746,1638.289552238806,47.25671641791045,64039.62388059701,311.0,0.0,15.0,0.046012269938650305,2832.0,87932.0,265676.0,1953378.0,87933.0,7606.0,626496.0,0.005970149253731343,676094756758364160
unverified,-1840156.7301401868,201.81308411214954,39303.00701754386,9928.693567251463,1961.280701754386,147.4923976608187,66460.26900584795,818.0,0.0,38.0,0.04439252336448598,1035484.0,129269.0,615261.0,2413463.0,129873.0,22426.0,829688.0,0.025730994152046785,715256242990505984
non-rumor,-35351587.58325405,1307.500475737393,19697.237595419847,74078.93702290076,1446.0763358778627,373.10973282442745,48457.52958015267,1024.0,0.0,27.0,0.025689819219790674,68575.0,127846.0,710781.0,39538308.0,127849.0,134855.0,1712257.0,0.02385496183206107,690650123358093312
unverified,-36586075.9144385,-3284.7326203208554,41101.935135135136,236684.86486486485,1890.5621621621622,1198.572972972973,94076.97297297297,177.0,0.0,10.0,0.053475935828877004,2802.0,84598.0,630148.0,43297160.0,85485.0,199784.0,1711952.0,0.03783783783783784,701514249269542912
true,-891314.6916666667,512.925,14359.893333333333,7465.873333333333,1014.72,99.17333333333333,40176.64666666667,116.0,0.0,4.0,0.03333333333333333,9967.0,11153.0,219926.0,947765.0,11748.0,8298.0,1320250.0,0.006666666666666667,623599854661541888
false,11946.0,2769.3333333333335,1111.2,15702.8,2018.2,14.0,34276.2,2.0,0.0,1.0,0.3333333333333333,48496.0,8866.0,3512.0,59115.0,9195.0,52.0,89128.0,0.0,629209452793626624
non-rumor,-3434789.92936803,-591.2063197026023,40391.14678899082,8974.91743119266,856.9376146788991,114.22385321100917,47474.064220183485,522.0,0.0,16.0,0.02973977695167286,12368.0,29289.0,695400.0,3803909.0,30691.0,39300.0,940166.0,0.003669724770642202,693811101146963968
false,-3313824.1304347827,830.247491638796,20250.66,16321.68,1936.9666666666667,190.24333333333334,52493.21333333333,294.0,0.0,5.0,0.016722408026755852,3130.0,53511.0,525013.0,3778508.0,54039.0,33352.0,645035.0,0.016666666666666666,666497286663503872
false,-678325.3655172414,349.09655172413795,11660.520547945205,5353.08904109589,451.82876712328766,14.445205479452055,18743.520547945205,144.0,0.0,1.0,0.006896551724137931,506.0,4952.0,210410.0,713159.0,5001.0,1309.0,215921.0,0.0,642432477185867776
non-rumor,-699876.7351778656,-347.40316205533594,17270.51181102362,6908.964566929134,1085.1574803149606,257.4133858267717,38367.370078740154,239.0,0.0,14.0,0.05533596837944664,100576.0,23178.0,905520.0,1169288.0,24347.0,29324.0,572559.0,0.011811023622047244,682999206290829312
false,-2482.8130081300815,1030.0162601626016,36839.23880597015,3623.6641791044776,3101.9402985074626,170.4179104477612,77998.0,93.0,0.0,30.0,0.24390243902439024,32616.0,38133.0,572736.0,37698.0,38845.0,2613.0,783588.0,0.0,660466342038867969
false,-569914.32,-5592.31,42217.21782178218,8368.148514851486,1939.7326732673268,185.74257425742573,75979.85148514851,96.0,0.0,4.0,0.04,2470.0,17682.0,632733.0,635271.0,25854.0,10968.0,1029353.0,0.0594059405940594,656202544331517952
unverified,-1953085.5976676384,3451.0233236151603,44765.103550295855,12332.565088757396,4857.050295857988,130.64792899408283,75321.65088757397,335.0,0.0,8.0,0.023323615160349854,2370.0,116366.0,461361.0,2138788.0,117412.0,13399.0,1913436.0,0.005917159763313609,727172374999666688
false,-5851714.965116279,661.8837209302326,16010.045977011494,80222.11494252873,1371.5172413793102,645.2413793103449,39548.0,84.0,0.0,2.0,0.023255813953488372,2588.0,16967.0,179030.0,6708958.0,17407.0,49921.0,392659.0,0.08045977011494253,647193820812177408
unverified,-3853768.9545454546,703.1590909090909,21638.550561797754,46673.02247191011,1709.426966292135,277.23595505617976,35731.93258426966,87.0,0.0,1.0,0.011363636363636364,952.0,28460.0,449225.0,3991549.0,29429.0,14912.0,544823.0,0.011235955056179775,723772395211862016
true,-868623.21299639,60.288808664259925,19734.36749116608,4711.21554770318,591.243816254417,50.67844522968198,35064.1519434629,256.0,0.0,21.0,0.07581227436823104,30502.0,8169.0,456963.0,1079261.0,8617.0,6511.0,488389.0,0.014134275618374558,614607711368519680
false,-127381.13513513513,-253.52702702702703,17140.25503355705,12006.261744966443,1442.1476510067114,179.59731543624162,25856.993288590606,141.0,0.0,7.0,0.0472972972972973,1015185.0,69830.0,373594.0,1076337.0,71520.0,6021.0,341675.0,0.053691275167785234,656818921979310081
false,-391096.07100591715,127.60355029585799,38983.74054054054,24842.405405405407,3873.6486486486488,333.62702702702705,90302.76216216217,153.0,0.0,16.0,0.09467455621301775,2767079.0,119797.0,366589.0,2786914.0,124343.0,15803.0,736298.0,0.08648648648648649,647168914955243520
false,-112263.00970873787,80.92718446601941,40851.57943925234,5471.8317757009345,2430.532710280374,132.80373831775702,87515.2663551402,202.0,0.0,4.0,0.019417475728155338,385404.0,20839.0,796668.0,428295.0,22702.0,3697.0,832918.0,0.0,661251968078221312
non-rumor,-30857721.448160537,1026.3010033444816,25318.98051948052,214155.9220779221,1622.6038961038962,1011.9935064935065,83146.50649350649,284.0,0.0,15.0,0.05016722408026756,6337.0,78395.0,438281.0,39537671.0,78398.0,134854.0,1711952.0,0.016233766233766232,690676539323740161
false,-6043.115853658536,-4433.176829268293,37915.49444444444,4450.1611111111115,4191.694444444444,77.61666666666666,66618.99444444444,137.0,0.0,27.0,0.16463414634146342,50339.0,46311.0,781399.0,59192.0,54724.0,852.0,456618.0,0.011111111111111112,665361505303584774
false,-410107.1218637993,-612.405017921147,15547.010416666666,10383.8125,1060.9930555555557,83.79166666666667,63708.55902777778,249.0,0.0,30.0,0.10752688172043011,2156999.0,12658.0,361561.0,2346347.0,14503.0,13437.0,515033.0,0.013888888888888888,613294443878305796
false,-7765.695652173913,-3060.4347826086955,27789.492125984252,1735.0748031496064,1262.263779527559,45.425196850393704,39839.76771653543,38.0,0.0,8.0,0.17391304347826086,16600.0,2034.0,890910.0,113320.0,25126.0,991.0,767340.0,0.011811023622047244,676120162018451456
false,-18527.178571428572,-15773.69642857143,44354.9649122807,9974.561403508771,9080.219298245614,126.15789473684211,90537.79824561403,97.0,0.0,15.0,0.13392857142857142,147893.0,164006.0,564686.0,164446.0,175241.0,1302.0,593586.0,0.0,665379967757324288
non-rumor,-48463636.71145686,1212.3323903818953,29664.740331491714,78064.17127071823,1542.3660220994475,304.853591160221,49919.9861878453,679.0,0.0,28.0,0.039603960396039604,28809.0,37471.0,564621.0,55087250.0,37592.0,183190.0,1955494.0,0.009668508287292817,766752508312166402
false,-3757640.134551495,436.16279069767444,21786.918032786885,10905.411475409835,553.2754098360656,90.0688524590164,27314.635245901638,1160.0,0.0,44.0,0.036544850498338874,10654902.0,14009.0,462010.0,11131189.0,14025.0,73853.0,821575.0,0.011475409836065573,612741808125120513
non-rumor,-37474665.749440715,1137.702460850112,20410.12,145363.88222222222,1168.92,641.3133333333334,62108.1,445.0,0.0,2.0,0.0044742729306487695,107249.0,39985.0,657103.0,39537728.0,39988.0,134855.0,1711952.0,0.02,689267711856263168
false,-23163478.04197531,1210.1629629629629,29761.732186732188,145552.9189189189,1828.6855036855036,581.2948402948402,93325.20884520885,384.0,0.0,21.0,0.05185185185185185,52300213.0,137482.0,695965.0,55087071.0,137823.0,183189.0,1688232.0,0.04176904176904177,613023744454475776
true,-3275919.128712871,-60.084158415841586,18534.83412322275,20139.222748815166,1630.1943127962086,258.0568720379147,35133.151658767776,202.0,0.0,0.0,0.0,-224.0,17706.0,346440.0,3803887.0,19108.0,39299.0,1102689.0,0.03317535545023697,614671961801785344
true,-391477.11433756805,58.21415607985481,21818.761821366024,2431.8528896672506,720.0718038528896,23.026269702276707,41890.556917688264,491.0,0.0,60.0,0.1088929219600726,8979.0,12949.0,910449.0,598243.0,13383.0,1134.0,1164719.0,0.0035026269702276708,675490515748425728
unverified,-22327.984251968504,-7275.771653543307,52108.22290388548,6086.662576687117,5376.883435582822,92.23721881390593,83335.1799591002,335.0,0.0,46.0,0.12073490813648294,136389.0,161408.0,660683.0,164446.0,168448.0,2397.0,668392.0,0.00408997955010225,740748123581087745
non-rumor,-333147.8514056225,-213.6265060240964,27686.62890625,9201.1875,1205.82421875,154.7890625,39368.6015625,236.0,0.0,13.0,0.05220883534136546,253566.0,9135.0,792124.0,656057.0,10070.0,5209.0,594827.0,0.046875,690580180805509121
true,-1358781.3737373736,1634.4444444444443,20219.27,21125.5,3181.87,425.51,122847.82,95.0,0.0,4.0,0.04040404040404041,12378.0,60088.0,171026.0,1585625.0,60752.0,20393.0,2193923.0,0.07,552984502063337472
true,-42575807.428571425,570.8901098901099,16450.66304347826,242571.7010869565,1454.8423913043478,1242.2880434782608,54955.092391304344,181.0,0.0,1.0,0.005494505494505495,238.0,36705.0,154353.0,43296774.0,37592.0,199795.0,1955494.0,0.02717391304347826,650128194209730561
false,-128630.8410041841,-36497.456066945604,53970.68421052631,3817.493927125506,3236.991902834008,125.18218623481782,112235.82995951417,229.0,0.0,10.0,0.04184100418410042,22407.0,3351.0,574930.0,149145.0,44345.0,1666.0,2193878.0,0.004048582995951417,612841482823729152
false,-192939.27272727274,1273.8257575757575,28453.706766917294,5686.684210526316,2324.93984962406,168.90977443609023,72001.82706766918,129.0,0.0,3.0,0.022727272727272728,2030.0,83571.0,432998.0,223543.0,83608.0,4771.0,735791.0,0.03759398496240601,636925368927064064
false,-39408.32989690721,-43032.927835051545,40452.90547263682,6667.233830845771,6137.7164179104475,104.0,94652.59701492537,183.0,0.0,11.0,0.05670103092783505,44374.0,38531.0,461361.0,95337.0,104819.0,677.0,1086840.0,0.0,674015148382666752
false,-12049479.375,573.546875,14795.875968992248,128876.86821705426,1249.7441860465117,909.4186046511628,45959.976744186046,126.0,0.0,2.0,0.015625,15564220.0,73798.0,406831.0,15957674.0,75201.0,102390.0,2492959.0,0.046511627906976744,656834590779289600
false,-9617233.04854369,-210.5728155339806,10226.009615384615,98016.72115384616,2534.0096153846152,1489.2692307692307,46690.45192307692,102.0,0.0,1.0,0.009708737864077669,151.0,97813.0,95024.0,9811443.0,100582.0,127892.0,351589.0,0.009615384615384616,681767380305985536
false,-1626127.5968379446,1695.790513833992,11776.233082706767,10697.206766917294,1773.2706766917292,46.40601503759399,70220.21428571429,238.0,0.0,15.0,0.05928853754940711,5841.0,87932.0,241218.0,1953345.0,87933.0,7605.0,626489.0,0.0,648310692794109952
true,-35993.20202020202,-215.86868686868686,13323.16,3312.28,1129.8,76.34,24536.45,93.0,0.0,6.0,0.06060606060606061,57243.0,6049.0,249181.0,60068.0,7145.0,710.0,391186.0,0.1,524995771587108864
non-rumor,-53210188.319148935,675.6255319148936,13004.91489361702,236650.40425531915,849.327659574468,832.9021276595745,50870.80425531915,234.0,0.0,1.0,0.00425531914893617,251.0,7390.0,179030.0,55087713.0,7511.0,183188.0,1712257.0,0.02553191489361702,692752491482615808
non-rumor,-13366689.840722496,886.7816091954023,26910.99660441426,40409.39388794567,3202.4770797962647,196.91341256366724,54383.19185059423,586.0,0.0,23.0,0.03776683087027915,163052.0,129475.0,781396.0,18518003.0,129873.0,65781.0,1029374.0,0.006791171477079796,693502060545703937
unverified,-180701.2105263158,-132323.95263157896,70075.43548387097,5000.559139784947,4694.166666666667,119.41935483870968,98850.15053763441,177.0,0.0,13.0,0.06842105263157895,37230.0,4043.0,1153619.0,243741.0,180303.0,2864.0,783588.0,0.005376344086021506,766789709045518336
unverified,-11020460.760869564,-4404.333333333333,14533.242857142857,83216.0142857143,1154.65,662.7428571428571,47869.52857142857,136.0,0.0,2.0,0.014492753623188406,19591.0,9944.0,156479.0,11436174.0,15651.0,84907.0,531716.0,0.02857142857142857,652982112870662144
non-rumor,-31819947.79403409,368.5369318181818,15686.51278409091,49277.73153409091,707.3977272727273,99.79119318181819,31384.292613636364,687.0,0.0,17.0,0.024147727272727272,1329.0,28343.0,320542.0,33891005.0,28640.0,59971.0,1029374.0,0.002840909090909091,693456187036037123
non-rumor,-10147218.844522968,563.113074204947,21497.41379310345,39478.78275862069,679.0586206896552,292.2103448275862,27259.631034482758,274.0,0.0,9.0,0.03180212014134275,59569.0,16037.0,473877.0,11131035.0,16051.0,73849.0,821558.0,0.017241379310344827,692796451987034113
unverified,-125493.88970588235,-8322.632352941177,11373.503649635037,1892.1313868613138,531.5693430656934,11.802919708029197,51702.51094890511,118.0,0.0,18.0,0.1323529411764706,5190.0,2534.0,174484.0,178081.0,12216.0,674.0,435835.0,0.0,703234354579898368
non-rumor,-37133601.00147059,-48.167647058823526,22606.51166180758,63041.12973760933,1299.4169096209912,257.56997084548107,52358.2332361516,661.0,0.0,19.0,0.027941176470588237,16561.0,124917.0,645818.0,41805904.0,126025.0,138305.0,1800871.0,0.01020408163265306,693466451081060353
unverified,-26558.493670886077,-493.3987341772152,8291.111801242236,1670.6521739130435,1343.2732919254659,14.055900621118013,20878.695652173912,151.0,0.0,7.0,0.04430379746835443,48669.0,82001.0,113525.0,79374.0,82008.0,388.0,893005.0,0.006211180124223602,655815788675399680
true,-6713005.886075949,92.11392405063292,13858.1625,126165.675,2186.6375,1755.2125,61125.7,77.0,0.0,2.0,0.02531645569620253,9775590.0,56917.0,231295.0,9811486.0,57184.0,127896.0,337137.0,0.0625,552832817089236992
true,-231926.01904761905,875.5142857142857,25254.464285714286,10002.07142857143,2417.401785714286,133.42857142857142,65100.74107142857,96.0,0.0,9.0,0.08571428571428572,643623.0,78737.0,340458.0,672400.0,80482.0,5727.0,916305.0,0.0625,544291965513134080
unverified,-1010210.7417840376,3286.0516431924884,48779.76470588235,9919.909502262444,3911.6787330316743,142.8054298642534,84730.52036199094,210.0,0.0,3.0,0.014084507042253521,3514.0,44566.0,461361.0,1090474.0,44679.0,8829.0,1086839.0,0.00904977375565611,726190016435728385
false,-12643595.778481012,923.2594936708861,22874.35625,91566.36875,1726.3875,443.35,57883.08125,152.0,0.0,6.0,0.0379746835443038,308.0,27392.0,477403.0,14269046.0,27928.0,56273.0,710340.0,0.03125,676870737932742656
non-rumor,-642171.4760051881,-990.5214007782101,27251.94094488189,5641.490813648294,836.1181102362204,47.343832020997375,40461.066929133856,714.0,0.0,57.0,0.07392996108949416,509777.0,17477.0,718434.0,1592493.0,21327.0,9234.0,503441.0,0.006561679790026247,672553813249826816
true,-39708500.01775148,950.5502958579882,27985.441176470587,258977.51176470588,2285.029411764706,1362.1117647058823,94945.15882352942,166.0,0.0,3.0,0.01775147928994083,38302.0,41529.0,301763.0,43297084.0,42416.0,199784.0,1955494.0,0.09411764705882353,649881917534433280
non-rumor,-49996169.37687075,1056.5850340136055,23353.223880597016,81042.5210312076,1364.8575305291722,349.86702849389417,56690.63093622795,725.0,0.0,10.0,0.013605442176870748,3789.0,63970.0,448656.0,55087276.0,64091.0,183190.0,1955494.0,0.04613297150610583,692023855926374400
unverified,-114499.44137931034,-39074.144827586206,42914.21568627451,11783.156862745098,7857.745098039216,117.50326797385621,86400.05882352941,135.0,0.0,10.0,0.06896551724137931,207323.0,152690.0,384641.0,354919.0,207879.0,1404.0,552352.0,0.006535947712418301,725174535897620481
non-rumor,-9264634.098484848,-93292.28409090909,28112.026119402984,44998.100746268654,1462.2798507462687,185.4365671641791,69742.67910447762,251.0,0.0,13.0,0.04924242424242424,9654.0,3534.0,830245.0,11592928.0,117511.0,35873.0,890944.0,0.007462686567164179,688446106943008768
false,-5850800.404907975,-1123.2576687116564,30058.7875,87742.70625,1963.25625,741.66875,95585.55,142.0,1.0,20.0,0.12269938650306748,13611843.0,46229.0,457094.0,13615864.0,46913.0,89695.0,1024242.0,0.03125,640107106943766528
unverified,-40704604.701754384,2268.745614035088,26155.321739130435,365277.05217391305,3335.1739130434785,1287.104347826087,97565.06956521739,113.0,0.0,1.0,0.008771929824561403,50.0,281888.0,664747.0,41806529.0,282996.0,138304.0,1712257.0,0.008695652173913044,748640007934590976
unverified,-16240125.379237289,2049.978813559322,27131.733766233767,43455.482683982686,3071.9675324675327,193.93073593073592,50805.9329004329,455.0,0.0,17.0,0.036016949152542374,4875.0,168050.0,407100.0,18517970.0,168448.0,65781.0,1029353.0,0.008658008658008658,724320681517670400
false,-17121.721153846152,-506.68461538461537,16688.49531981279,888.9687987519501,546.8127925117004,16.417316692667708,35779.17160686428,373.0,0.0,147.0,0.2826923076923077,121155.0,3978.0,400280.0,127446.0,7965.0,1582.0,632360.0,0.0070202808112324495,640644123339431936
false,-7987674.512820513,-414.70512820512823,32552.871794871793,66591.16025641025,2696.128205128205,1024.3974358974358,80896.11538461539,155.0,0.0,1.0,0.00641025641025641,2344.0,31804.0,287471.0,9811445.0,34573.0,127892.0,689966.0,0.03205128205128205,661299012386095105
false,-1015706.2541436465,-554.121546961326,27219.31491712707,12347.342541436465,648.7900552486187,82.48618784530387,63630.82872928177,177.0,0.0,4.0,0.022099447513812154,1230364.0,7619.0,302817.0,1637128.0,9536.0,10405.0,320375.0,0.016574585635359115,613061089518034944
false,-2566023.950877193,1765.5298245614035,26104.477351916375,11812.703832752613,2310.665505226481,102.47386759581882,48868.979094076654,280.0,0.0,5.0,0.017543859649122806,11030.0,39243.0,268665.0,2700887.0,39603.0,12388.0,668384.0,0.006968641114982578,672424512516964352
true,-5657107.915789474,-1787.0592105263158,26332.98326898327,9973.160875160875,880.998712998713,71.44401544401545,58106.91377091377,733.0,0.0,27.0,0.035526315789473684,5364.0,42538.0,602466.0,6532484.0,45450.0,23869.0,2084408.0,0.02445302445302445,628319096606732290
true,-1054853.7300922046,139.51634534786254,11507.965714285714,8415.817959183674,965.4302040816326,113.3330612244898,27816.57387755102,1127.0,0.0,66.0,0.055322715842414084,1548291.0,25051.0,300467.0,2707327.0,25528.0,14557.0,2193962.0,0.04816326530612245,524936872666353664
false,-59718.94736842105,1628.0210526315789,39138.666666666664,5828.919191919192,3756.212121212121,111.26262626262626,94863.17171717172,91.0,0.0,4.0,0.042105263157894736,157768.0,35535.0,329232.0,180728.0,37565.0,2619.0,519651.0,0.020202020202020204,673611867181473792
false,-303508.7009345794,-2012.0218068535826,38935.0421686747,17177.43674698795,1941.8343373493976,192.9578313253012,73263.76506024097,308.0,0.0,13.0,0.040498442367601244,1834177.0,50957.0,682063.0,2035736.0,54724.0,21917.0,617195.0,0.05421686746987952,673581371458199552
false,-1693597.5902439025,1821.7756097560975,13205.84761904762,13656.752380952381,2190.285714285714,63.29047619047619,98654.41904761904,199.0,0.0,6.0,0.02926829268292683,1034.0,87932.0,375963.0,1953313.0,87933.0,7605.0,2084408.0,0.0,668872645589471232
false,-161167.19512195123,673.9512195121952,33520.22222222222,4297.8015873015875,855.5396825396825,130.96031746031747,48626.8253968254,111.0,0.0,12.0,0.0975609756097561,39179.0,6824.0,739045.0,223546.0,6861.0,4771.0,522428.0,0.023809523809523808,669613420665159680
false,-1537874.3253012048,-38.91566265060241,22913.720238095237,10452.767857142857,622.8988095238095,90.5297619047619,43958.369047619046,164.0,0.0,2.0,0.012048192771084338,982.0,3940.0,407277.0,1637154.0,4593.0,10405.0,330027.0,0.005952380952380952,676718762830221312
false,-643583.0165289256,1388.6694214876034,21218.47131147541,5014.180327868852,2214.0368852459014,83.59016393442623,50728.08196721312,238.0,0.0,4.0,0.01652892561983471,46368.0,31074.0,366589.0,681997.0,32977.0,7398.0,1320250.0,0.004098360655737705,613194145423826944
unverified,-292883.9693877551,-9.53061224489796,44850.12745098039,9313.490196078432,2042.0392156862745,292.44117647058823,92470.10784313726,88.0,0.0,10.0,0.10204081632653061,510658.0,14684.0,544712.0,515419.0,16524.0,11213.0,1098900.0,0.00980392156862745,701175292937707520
true,-272395.9381443299,-1202.9278350515465,22552.19387755102,14091.102040816326,1741.5816326530612,249.42857142857142,85524.97959183673,95.0,0.0,2.0,0.020618556701030927,625136.0,11862.0,524763.0,740988.0,12511.0,6249.0,2193757.0,0.1326530612244898,544289409294553088
false,-226391.69565217392,-226008.78985507245,23464.342857142856,4289.585714285714,4484.528571428571,71.55,57902.84285714286,137.0,0.0,1.0,0.007246376811594203,2359.0,1350.0,174487.0,250234.0,249983.0,1216.0,668368.0,0.0,665575674485211136
false,-9835.474226804125,-5608.628865979382,21765.396039603962,2079.6831683168316,1558.5841584158416,74.35643564356435,44693.66336633663,86.0,0.0,11.0,0.1134020618556701,9204.0,14213.0,190756.0,23027.0,22938.0,958.0,303655.0,0.0,641191076716417025
non-rumor,-716509.4372469636,-928.4655870445345,10521.477911646587,5547.991967871486,916.8353413654619,288.5502008032129,51643.273092369476,237.0,0.0,10.0,0.04048582995951417,30231.0,11654.0,245571.0,987824.0,13812.0,38792.0,698513.0,0.004016064257028112,682895395077373952
true,-48498047.91800357,1149.3226381461675,21082.49823321555,191635.56183745584,1789.690812720848,732.4028268551236,61291.574204947,552.0,0.0,9.0,0.016042780748663103,33998.0,137703.0,669328.0,55087773.0,137824.0,183188.0,1688330.0,0.044169611307420496,553587303172833280
false,-3576.5974025974024,1922.2467532467533,17234.46875,9401.979166666666,3916.0,73.11458333333333,115370.96875,66.0,0.0,11.0,0.14285714285714285,247583.0,102244.0,335704.0,264507.0,102244.0,830.0,756963.0,0.0,633823543541768192
