label,structural_1_hop_neighbor_count,structural_2_hop_neighbor_count,structural_3_hop_neighbor_count,structural_4_hop_neighbor_count,structural_5_hop_neighbor_count,structural_6_hop_neighbor_count,structural_7_hop_neighbor_count,structural_8_hop_neighbor_count,structural_avg_depth,structural_dst_user_count,structural_max_depth,structural_reply_count,structural_reply_users_count,structural_retweet_count,structural_retweet_reply_percent,structural_retweet_users_count,structural_root_to_all_depth_max,structural_root_to_all_depth_sum,structural_src_dst_user_percent,structural_src_user_count,structural_trace_count,tweet_id
true,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.076167076167076,406.0,2.0,114.0,107.0,300.0,0.7246376811594203,300.0,2.0,438.0,0.0730593607305936,32.0,421.0,649903655160815616
non-rumor,76.0,41.0,17.0,5.0,0.0,0.0,0.0,0.0,1.8172043010752688,398.0,5.0,65.0,62.0,339.0,0.8391089108910891,337.0,5.0,507.0,0.1926977687626775,95.0,434.0,692082861525078017
false,684.0,219.0,98.0,44.0,17.0,6.0,2.0,1.0,1.7307206068268015,2438.0,9.0,239.0,200.0,2242.0,0.9036678758565094,2238.0,9.0,4107.0,0.19537953795379537,592.0,2597.0,614054616154550273
false,26.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.4152542372881356,117.0,4.0,5.0,5.0,112.0,0.9572649572649573,112.0,4.0,167.0,0.1875,27.0,116.0,674301960787505153
unverified,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0891089108910892,100.0,3.0,10.0,10.0,91.0,0.900990099009901,91.0,3.0,110.0,0.06542056074766354,7.0,100.0,658755852199927808
unverified,124.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,1.349236641221374,523.0,4.0,88.0,78.0,448.0,0.835820895522388,446.0,4.0,707.0,0.13122923588039867,79.0,548.0,748543642323783681
true,73.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1029082774049217,893.0,4.0,11.0,10.0,884.0,0.9877094972067039,884.0,4.0,986.0,0.06784968684759916,65.0,894.0,614494170590367744
false,105.0,88.0,73.0,25.0,23.0,8.0,2.0,1.0,2.6824034334763946,474.0,9.0,26.0,25.0,449.0,0.9452631578947368,449.0,9.0,1250.0,0.22422258592471359,137.0,485.0,661870323034431489
false,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0618556701030928,193.0,2.0,31.0,31.0,162.0,0.8393782383419689,162.0,2.0,206.0,0.05392156862745098,11.0,195.0,637873886072320001
unverified,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,119.0,3.0,12.0,12.0,107.0,0.8991596638655462,107.0,3.0,126.0,0.05555555555555555,7.0,122.0,732004388181434368
non-rumor,36.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.099585062240664,481.0,4.0,53.0,50.0,433.0,0.8909465020576132,432.0,4.0,530.0,0.05870841487279843,30.0,489.0,689938201193115648
false,47.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,1.4896907216494846,193.0,4.0,12.0,11.0,184.0,0.9387755102040817,182.0,4.0,289.0,0.18565400843881857,44.0,197.0,645362146415525888
non-rumor,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0408163265306123,244.0,2.0,16.0,16.0,228.0,0.9344262295081968,228.0,2.0,255.0,0.031746031746031744,8.0,243.0,692758581494599681
false,74.0,14.0,6.0,1.0,1.0,0.0,0.0,0.0,1.4620938628158844,276.0,6.0,25.0,23.0,255.0,0.9107142857142857,254.0,6.0,405.0,0.1686746987951807,56.0,283.0,672632863452299264
unverified,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2753623188405796,138.0,3.0,18.0,16.0,123.0,0.8723404255319149,123.0,3.0,176.0,0.1038961038961039,16.0,147.0,727187859367546880
unverified,211.0,60.0,30.0,35.0,5.0,2.0,0.0,0.0,1.5696564885496183,1047.0,7.0,129.0,110.0,938.0,0.8791002811621368,937.0,7.0,1645.0,0.13756177924217464,167.0,1085.0,764931593303646208
true,320.0,179.0,73.0,12.0,3.0,1.0,2.0,0.0,1.944980694980695,1035.0,8.0,19.0,17.0,1026.0,0.9818181818181818,1018.0,8.0,2015.0,0.14744645799011533,179.0,1046.0,525056576038518785
false,754.0,173.0,47.0,24.0,14.0,5.0,5.0,0.0,1.6483032172763332,2268.0,8.0,213.0,180.0,2107.0,0.9081896551724138,2092.0,8.0,3740.0,0.14640572073767408,389.0,2351.0,672433211604013057
unverified,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1024258760107817,370.0,3.0,42.0,40.0,332.0,0.8877005347593583,330.0,3.0,409.0,0.07268170426065163,29.0,374.0,747275598347837440
unverified,126.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.379391100702576,427.0,4.0,87.0,81.0,350.0,0.8009153318077803,349.0,4.0,589.0,0.11041666666666666,53.0,471.0,774833492865593344
unverified,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2945205479452055,291.0,2.0,7.0,7.0,284.0,0.9759450171821306,284.0,2.0,378.0,0.05211726384364821,16.0,290.0,760928376668454912
unverified,48.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1788990825688073,435.0,4.0,144.0,142.0,295.0,0.6719817767653758,294.0,4.0,514.0,0.0975103734439834,47.0,442.0,728013148788154368
true,80.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4027397260273973,364.0,3.0,27.0,21.0,343.0,0.927027027027027,343.0,3.0,512.0,0.125,52.0,375.0,614618682543616000
non-rumor,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0756013745704467,290.0,3.0,41.0,39.0,251.0,0.8595890410958904,251.0,3.0,313.0,0.05537459283387622,17.0,293.0,693060960001597440
non-rumor,45.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2240802675585285,298.0,4.0,11.0,11.0,287.0,0.9630872483221476,287.0,4.0,366.0,0.1130952380952381,38.0,297.0,693826104633737217
unverified,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,131.0,2.0,1.0,1.0,130.0,0.9923664122137404,130.0,2.0,143.0,0.08391608391608392,12.0,130.0,723644048867774464
unverified,42.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3493975903614457,165.0,4.0,6.0,6.0,159.0,0.9636363636363636,159.0,4.0,224.0,0.140625,27.0,169.0,742050150307246080
false,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1760299625468165,266.0,3.0,7.0,7.0,260.0,0.9737827715355806,259.0,3.0,314.0,0.10738255033557047,32.0,266.0,675064077367005184
true,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.146341463414634,122.0,3.0,6.0,6.0,116.0,0.9508196721311475,116.0,3.0,141.0,0.10948905109489052,15.0,121.0,524926235030589440
unverified,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0182926829268293,163.0,2.0,49.0,48.0,115.0,0.7012195121951219,115.0,2.0,167.0,0.02976190476190476,5.0,166.0,749286768554438658
true,104.0,99.0,8.0,1.0,0.0,0.0,0.0,0.0,1.775943396226415,423.0,5.0,17.0,16.0,408.0,0.96,407.0,5.0,753.0,0.10947368421052632,52.0,426.0,544380742076088320
true,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0732323232323233,395.0,2.0,60.0,58.0,337.0,0.8488664987405542,337.0,2.0,425.0,0.06398104265402843,27.0,401.0,614605997953404929
false,18.0,8.0,6.0,5.0,7.0,9.0,6.0,3.0,5.076190476190476,104.0,16.0,2.0,2.0,102.0,0.9807692307692307,102.0,16.0,533.0,0.3333333333333333,52.0,103.0,629503919098429440
non-rumor,90.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.145922746781116,698.0,4.0,46.0,45.0,653.0,0.9341917024320457,653.0,4.0,801.0,0.037241379310344824,27.0,699.0,692623941131722752
false,35.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.220820189274448,316.0,5.0,42.0,41.0,275.0,0.8675078864353313,275.0,5.0,387.0,0.11977715877437325,43.0,319.0,626546123713474560
false,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1366120218579234,182.0,3.0,66.0,64.0,119.0,0.6432432432432432,119.0,3.0,208.0,0.08080808080808081,16.0,190.0,672906198434209792
false,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0880829015544042,192.0,2.0,26.0,26.0,166.0,0.8645833333333334,166.0,2.0,210.0,0.06341463414634146,13.0,191.0,673615263040798726
false,77.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3410852713178294,257.0,3.0,23.0,20.0,237.0,0.9115384615384615,237.0,3.0,346.0,0.11683848797250859,34.0,266.0,647169573599449088
false,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0303030303030303,131.0,3.0,11.0,11.0,120.0,0.916030534351145,120.0,3.0,136.0,0.03676470588235294,5.0,132.0,641050980985999360
unverified,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104417670682731,248.0,2.0,24.0,23.0,226.0,0.904,225.0,2.0,275.0,0.06060606060606061,16.0,250.0,727179214546456577
false,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1755725190839694,130.0,3.0,7.0,7.0,123.0,0.9461538461538461,123.0,3.0,154.0,0.1095890410958904,16.0,130.0,666107476526432256
false,47.0,14.0,7.0,2.0,0.0,0.0,0.0,0.0,1.2654639175257731,387.0,5.0,29.0,27.0,363.0,0.9260204081632653,360.0,5.0,491.0,0.12641083521444696,56.0,395.0,620916279608651776
false,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1869158878504673,106.0,3.0,6.0,6.0,100.0,0.9433962264150944,100.0,3.0,127.0,0.0782608695652174,9.0,105.0,673664899571060736
true,19.0,33.0,16.0,1.0,0.0,0.0,0.0,0.0,1.8662420382165605,156.0,5.0,5.0,5.0,152.0,0.9681528662420382,151.0,5.0,293.0,0.1657754010695187,31.0,156.0,544271284796784640
non-rumor,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0632054176072234,442.0,2.0,64.0,61.0,381.0,0.8561797752808988,381.0,2.0,471.0,0.034934497816593885,16.0,447.0,692071267189395457
unverified,588.0,396.0,169.0,51.0,6.0,4.0,2.0,0.0,2.1375856615709012,1953.0,8.0,24.0,20.0,1936.0,0.9877551020408163,1933.0,8.0,4055.0,0.1962962962962963,477.0,1981.0,651486105628463105
false,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.32,99.0,4.0,2.0,2.0,97.0,0.9797979797979798,97.0,4.0,132.0,0.16101694915254236,19.0,98.0,675065047710892033
false,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.136,124.0,3.0,12.0,12.0,112.0,0.9032258064516129,112.0,3.0,142.0,0.10144927536231885,14.0,123.0,668144671772778497
false,28.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1623616236162362,270.0,4.0,8.0,8.0,262.0,0.9703703703703703,262.0,4.0,315.0,0.09090909090909091,27.0,269.0,604625816992002049
non-rumor,510.0,182.0,52.0,55.0,2.0,0.0,0.0,0.0,1.87857641311933,1432.0,6.0,102.0,92.0,1347.0,0.9296066252587992,1342.0,6.0,2692.0,0.13474320241691842,223.0,1454.0,682996350909157376
non-rumor,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0759493670886076,315.0,2.0,46.0,46.0,269.0,0.8539682539682539,269.0,2.0,340.0,0.03374233128834356,11.0,315.0,688752927381581824
non-rumor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0,2.0,96.0,96.0,46.0,0.323943661971831,46.0,2.0,97.0,0.07792207792207792,12.0,324.0,693069637030957057
true,112.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.929032258064516,175.0,4.0,5.0,5.0,170.0,0.9714285714285714,170.0,4.0,299.0,0.12060301507537688,24.0,176.0,524962142563610625
non-rumor,24.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0639658848614073,468.0,4.0,22.0,22.0,446.0,0.9529914529914529,446.0,4.0,499.0,0.04294478527607362,21.0,470.0,693573781730783232
non-rumor,24.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0928792569659442,322.0,4.0,17.0,16.0,307.0,0.9475308641975309,306.0,4.0,353.0,0.07204610951008646,25.0,324.0,692083780123783172
false,18.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,219.0,4.0,19.0,18.0,201.0,0.9136363636363637,201.0,4.0,260.0,0.0912863070539419,22.0,219.0,627828211003469825
non-rumor,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073076923076923,259.0,2.0,12.0,12.0,248.0,0.9538461538461539,247.0,2.0,279.0,0.06159420289855073,17.0,259.0,693059995013742592
true,138.0,54.0,6.0,1.0,0.0,0.0,0.0,0.0,1.420472440944882,634.0,5.0,26.0,26.0,608.0,0.9589905362776026,608.0,5.0,902.0,0.13150684931506848,96.0,634.0,614594195479752704
non-rumor,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0755467196819086,502.0,4.0,30.0,29.0,474.0,0.9404761904761905,473.0,4.0,541.0,0.036468330134357005,19.0,505.0,692691444046372865
true,26.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2529411764705882,169.0,4.0,4.0,4.0,165.0,0.9763313609467456,165.0,4.0,213.0,0.14213197969543148,28.0,168.0,614593989203886080
non-rumor,70.0,184.0,33.0,0.0,0.0,0.0,0.0,0.0,1.4267515923566878,1258.0,4.0,89.0,86.0,1173.0,0.9294770206022187,1172.0,4.0,1792.0,0.07021433850702144,95.0,1266.0,690376107825192960
false,28.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,1.9494949494949494,98.0,4.0,2.0,2.0,96.0,0.9795918367346939,96.0,4.0,193.0,0.24615384615384617,32.0,97.0,658259426172891136
unverified,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.152542372881356,117.0,3.0,16.0,16.0,101.0,0.8632478632478633,101.0,3.0,136.0,0.07142857142857142,9.0,116.0,676586804242309121
false,720.0,269.0,152.0,44.0,11.0,2.0,0.0,0.0,1.7099818511796734,2785.0,7.0,144.0,139.0,2648.0,0.9484240687679083,2647.0,7.0,4711.0,0.20768136557610242,730.0,2830.0,651959206287908868
true,82.0,41.0,14.0,1.0,0.0,0.0,0.0,0.0,1.8228346456692914,281.0,5.0,19.0,18.0,266.0,0.9333333333333333,263.0,5.0,463.0,0.13803680981595093,45.0,291.0,681147789653356544
false,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0967032967032968,454.0,3.0,135.0,128.0,327.0,0.7077922077922078,326.0,3.0,499.0,0.06391752577319587,31.0,467.0,652882609219833856
true,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2424242424242424,164.0,3.0,18.0,18.0,147.0,0.8909090909090909,146.0,3.0,205.0,0.0989010989010989,18.0,169.0,544476808566276097
non-rumor,68.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,1.397810218978102,273.0,4.0,22.0,21.0,252.0,0.9197080291970803,252.0,4.0,383.0,0.11363636363636363,35.0,273.0,687274510643511296
false,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0266666666666666,149.0,2.0,21.0,20.0,129.0,0.86,129.0,2.0,154.0,0.03870967741935484,6.0,151.0,647464349611589632
unverified,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0723684210526316,151.0,3.0,22.0,19.0,133.0,0.8580645161290322,132.0,3.0,163.0,0.09036144578313253,15.0,156.0,726086935903494144
non-rumor,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.135646687697161,316.0,3.0,33.0,32.0,284.0,0.8958990536277602,284.0,3.0,360.0,0.056716417910447764,19.0,317.0,691632238035886081
true,204.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0,1.2886386898669395,976.0,4.0,19.0,19.0,957.0,0.9805327868852459,957.0,4.0,1259.0,0.08011310084825636,85.0,977.0,524952883343925249
non-rumor,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1364902506963788,358.0,3.0,27.0,27.0,331.0,0.9245810055865922,331.0,3.0,408.0,0.032432432432432434,12.0,358.0,688021039322894336
unverified,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2238805970149254,133.0,3.0,38.0,38.0,97.0,0.7185185185185186,96.0,3.0,164.0,0.06993006993006994,10.0,142.0,707308274270539777
non-rumor,126.0,201.0,66.0,15.0,3.0,0.0,0.0,0.0,1.97323600973236,821.0,6.0,40.0,37.0,784.0,0.9514563106796117,784.0,6.0,1622.0,0.18308457711442785,184.0,828.0,691678576018657281
non-rumor,61.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2741935483870968,371.0,5.0,23.0,23.0,351.0,0.9385026737967914,349.0,5.0,474.0,0.09732360097323602,40.0,375.0,692874200927698945
false,55.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,1.624113475177305,140.0,4.0,7.0,7.0,133.0,0.95,133.0,4.0,229.0,0.10256410256410256,16.0,139.0,666640008149925893
false,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3641304347826086,183.0,3.0,34.0,30.0,156.0,0.8210526315789474,153.0,3.0,251.0,0.09852216748768473,20.0,196.0,663515735231062016
false,29.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3779527559055118,126.0,3.0,14.0,13.0,113.0,0.889763779527559,113.0,3.0,175.0,0.20253164556962025,32.0,128.0,643139873264812032
non-rumor,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2338830584707645,666.0,2.0,114.0,101.0,569.0,0.8330893118594437,566.0,2.0,823.0,0.03197674418604651,22.0,694.0,689860942671130624
false,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.080338266384778,472.0,3.0,27.0,27.0,445.0,0.9427966101694916,445.0,3.0,511.0,0.056,28.0,472.0,656662726014599168
false,35.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2755555555555556,224.0,3.0,16.0,16.0,208.0,0.9285714285714286,208.0,3.0,287.0,0.1111111111111111,28.0,225.0,674229534888185856
unverified,79.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3771929824561404,227.0,3.0,1.0,1.0,226.0,0.9955947136563876,226.0,3.0,314.0,0.06198347107438017,15.0,227.0,716424773216022530
false,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2180851063829787,187.0,3.0,39.0,35.0,155.0,0.7989690721649485,154.0,3.0,229.0,0.10526315789473684,22.0,202.0,672432930426372096
false,126.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,1.7147887323943662,283.0,4.0,5.0,5.0,278.0,0.9823321554770318,278.0,4.0,487.0,0.15269461077844312,51.0,284.0,600451916414484480
non-rumor,61.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.084061135371179,915.0,5.0,7.0,7.0,908.0,0.9923497267759562,908.0,5.0,993.0,0.05377456049638056,52.0,914.0,692838430783332357
unverified,170.0,40.0,10.0,2.0,2.0,0.0,0.0,0.0,1.2734806629834254,1086.0,6.0,69.0,67.0,1021.0,0.936697247706422,1020.0,6.0,1383.0,0.14689709347996857,187.0,1104.0,717081129627553792
non-rumor,550.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,1.8398914518317504,736.0,4.0,40.0,36.0,701.0,0.9460188933873145,700.0,4.0,1356.0,0.04415584415584416,34.0,743.0,765612862681255936
false,30.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3548387096774193,123.0,5.0,2.0,1.0,122.0,0.9838709677419355,122.0,5.0,168.0,0.19607843137254902,30.0,125.0,641088973717110784
unverified,18.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1357466063348416,220.0,4.0,39.0,38.0,182.0,0.8235294117647058,182.0,4.0,251.0,0.09836065573770492,24.0,220.0,652349108653551616
unverified,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2781954887218046,132.0,2.0,20.0,18.0,116.0,0.8529411764705882,114.0,2.0,170.0,0.11409395973154363,17.0,136.0,777710439870455808
true,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.116504854368932,205.0,4.0,11.0,9.0,196.0,0.9468599033816425,196.0,4.0,230.0,0.08482142857142858,19.0,208.0,553508098825261056
non-rumor,116.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,1.156595744680851,1174.0,4.0,125.0,125.0,1051.0,0.8937074829931972,1050.0,4.0,1359.0,0.06528662420382166,82.0,1180.0,762793077509464064
true,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1497326203208555,186.0,3.0,3.0,3.0,183.0,0.9838709677419355,183.0,3.0,215.0,0.11004784688995216,23.0,185.0,614628136634949632
true,22.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3448275862068966,115.0,4.0,3.0,3.0,112.0,0.9739130434782609,112.0,4.0,156.0,0.16666666666666666,23.0,114.0,580324027715063808
false,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0520833333333333,95.0,3.0,1.0,1.0,94.0,0.9894736842105263,94.0,3.0,101.0,0.0594059405940594,6.0,94.0,634665777400950784
false,251.0,113.0,56.0,19.0,4.0,3.0,2.0,0.0,1.7188081936685289,1073.0,8.0,61.0,54.0,1019.0,0.9435185185185185,1019.0,8.0,1846.0,0.20577350111028866,278.0,1090.0,674301413040758785
false,15.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2285714285714286,139.0,4.0,4.0,4.0,135.0,0.9712230215827338,135.0,4.0,172.0,0.12025316455696203,19.0,138.0,613362193787129860
unverified,55.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.328358208955224,200.0,3.0,19.0,19.0,185.0,0.9068627450980392,181.0,3.0,267.0,0.13793103448275862,32.0,206.0,743764020679741440
non-rumor,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4256756756756757,295.0,3.0,14.0,14.0,281.0,0.9525423728813559,281.0,3.0,422.0,0.04220779220779221,13.0,294.0,692820029159653377
non-rumor,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102941176470589,271.0,3.0,8.0,8.0,263.0,0.9704797047970479,263.0,3.0,302.0,0.06228373702422145,18.0,270.0,693471161313816576
unverified,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0674157303370786,355.0,2.0,17.0,17.0,339.0,0.952247191011236,339.0,2.0,380.0,0.058355437665782495,22.0,362.0,716092408920936448
true,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2135922330097086,102.0,3.0,2.0,2.0,100.0,0.9803921568627451,100.0,3.0,125.0,0.1206896551724138,14.0,101.0,524941132237910016
unverified,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2535211267605635,141.0,3.0,17.0,15.0,126.0,0.8811188811188811,126.0,3.0,178.0,0.12962962962962962,21.0,142.0,727116900983934976
false,43.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,1.2462462462462462,332.0,5.0,3.0,3.0,329.0,0.9909638554216867,329.0,5.0,415.0,0.13089005235602094,50.0,332.0,655986243042459648
true,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1306818181818181,175.0,2.0,19.0,19.0,156.0,0.8914285714285715,156.0,2.0,199.0,0.06417112299465241,12.0,174.0,544283772569788416
non-rumor,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0607142857142857,279.0,3.0,21.0,21.0,258.0,0.9247311827956989,258.0,3.0,297.0,0.04452054794520548,13.0,278.0,693818562981421056
unverified,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0593220338983051,117.0,3.0,9.0,9.0,108.0,0.9230769230769231,108.0,3.0,125.0,0.04878048780487805,6.0,116.0,658938136299511808
false,44.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2644927536231885,275.0,5.0,7.0,7.0,268.0,0.9745454545454545,268.0,5.0,349.0,0.14330218068535824,46.0,274.0,618449248179191808
non-rumor,99.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,1.1239530988274706,1193.0,4.0,17.0,16.0,1177.0,0.9857621440536013,1177.0,4.0,1342.0,0.07662538699690402,99.0,1194.0,693897857376632832
non-rumor,110.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3783783783783783,406.0,4.0,113.0,108.0,301.0,0.7270531400966184,298.0,4.0,561.0,0.1076923076923077,49.0,424.0,692410832307818497
false,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2796610169491525,117.0,3.0,4.0,4.0,113.0,0.9658119658119658,113.0,3.0,151.0,0.12030075187969924,16.0,116.0,662381914842603520
true,176.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,1.1886930983847284,1361.0,4.0,9.0,9.0,1353.0,0.9933920704845814,1352.0,4.0,1619.0,0.11623376623376623,179.0,1361.0,615494435074363392
unverified,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1794871794871795,116.0,2.0,23.0,23.0,93.0,0.8017241379310345,93.0,2.0,138.0,0.10077519379844961,13.0,115.0,763520953619918848
non-rumor,63.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0841584158415842,807.0,3.0,227.0,220.0,588.0,0.7214723926380369,587.0,3.0,876.0,0.03814064362336114,32.0,821.0,766568413418356736
true,150.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,1.5194174757281553,411.0,5.0,53.0,49.0,366.0,0.8735083532219571,363.0,5.0,626.0,0.11422413793103449,53.0,423.0,676367888543031296
non-rumor,371.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,1.5180084745762712,943.0,4.0,11.0,11.0,933.0,0.9883474576271186,932.0,4.0,1433.0,0.06910167818361303,70.0,945.0,692758050378256388
true,98.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2073643410852712,516.0,3.0,161.0,142.0,378.0,0.7012987012987013,374.0,3.0,623.0,0.09473684210526316,54.0,558.0,642465192408940544
false,205.0,66.0,14.0,5.0,2.0,0.0,0.0,0.0,1.6276923076923078,649.0,6.0,75.0,70.0,579.0,0.8853211009174312,579.0,6.0,1058.0,0.14605263157894738,111.0,672.0,612438528803213312
false,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,107.0,3.0,9.0,9.0,98.0,0.9158878504672897,98.0,3.0,135.0,0.13008130081300814,16.0,108.0,613425834301485056
unverified,47.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1933333333333334,299.0,3.0,51.0,44.0,256.0,0.8338762214983714,255.0,3.0,358.0,0.10746268656716418,36.0,312.0,714567472712589312
non-rumor,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0133333333333334,299.0,2.0,58.0,58.0,241.0,0.8060200668896321,241.0,2.0,304.0,0.019672131147540985,6.0,299.0,693281966846808064
false,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,109.0,3.0,3.0,3.0,106.0,0.9724770642201835,106.0,3.0,132.0,0.12096774193548387,15.0,108.0,659428447459110912
false,83.0,38.0,18.0,9.0,7.0,5.0,4.0,2.0,2.2755102040816326,293.0,10.0,8.0,8.0,285.0,0.9726962457337884,285.0,10.0,669.0,0.2619647355163728,104.0,294.0,672902686380003328
false,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1132075471698113,105.0,3.0,11.0,11.0,95.0,0.8962264150943396,94.0,3.0,118.0,0.08695652173913043,10.0,108.0,659439879701602304
