label,structural_1_hop_neighbor_count,structural_2_hop_neighbor_count,structural_3_hop_neighbor_count,structural_4_hop_neighbor_count,structural_5_hop_neighbor_count,structural_6_hop_neighbor_count,structural_7_hop_neighbor_count,structural_8_hop_neighbor_count,structural_avg_depth,structural_dst_user_count,structural_max_depth,structural_reply_count,structural_reply_users_count,structural_retweet_count,structural_retweet_reply_percent,structural_retweet_users_count,structural_root_to_all_depth_max,structural_root_to_all_depth_sum,structural_src_dst_user_percent,structural_src_user_count,structural_trace_count,tweet_id,temporal___avg_diff_time_from_root,temporal___avg_diff_time_from_src,temporal___avg_reply_time_from_root,temporal___avg_reply_time_from_src,temporal___avg_retweet_time_from_root,temporal___avg_retweet_time_from_src,social_____avg_delta_follower,social_____avg_delta_friend,social_____avg_favourites,social_____avg_follower,social_____avg_friend,social_____avg_listed,social_____avg_statuses,social_____delta_followers_count_down,social_____delta_followers_count_else,social_____delta_followers_count_up,social_____delta_followers_count_up_percent,social_____max_delta_follower,social_____max_delta_friend,social_____max_favourites,social_____max_follower,social_____max_friend,social_____max_listed,social_____max_statuses,social_____verified_percent,struct_temp_1_hop_neighbor_max_time,struct_temp_1_hop_neighbor_mean_time,struct_temp_1_hop_neighbor_median_time,struct_temp_2_hop_neighbor_max_time,struct_temp_2_hop_neighbor_mean_time,struct_temp_2_hop_neighbor_median_time
true,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0578512396694215,241.0,2.0,19.0,18.0,223.0,0.9214876033057852,223.0,2.0,256.0,0.05859375,15.0,245.0,544319832486064128,0.9185537190082644,31.818181818181824,0.8210526315789475,6.704736842105262,0.9268609865470852,33.957892376681606,-12489909.741935484,-5172.414746543779,19877.42660550459,67245.97706422018,1837.5871559633026,533.3761467889908,64901.5,215.0,0.0,2.0,0.009216589861751152,47126.0,38490.0,260335.0,13290962.0,40048.0,94714.0,1651606.0,0.09174311926605504,857.35,29.438672566371693,7.07,857.35,29.438672566371693,4.709999999999999
non-rumor,29.0,18.0,4.0,2.0,0.0,0.0,0.0,0.0,1.2633228840125392,318.0,5.0,10.0,10.0,309.0,0.9686520376175548,308.0,5.0,403.0,0.09142857142857144,32.0,318.0,693606934050684928,98.03357366771161,678.9426645768025,0.245,145.019,101.19825242718449,696.2217475728155,-9801455.63917526,-98493.35395189004,28541.440273037544,42013.924914675765,1427.5187713310581,162.3924914675768,57327.088737201375,277.0,0.0,14.0,0.048109965635738834,36614.0,7076.0,624849.0,11592962.0,117511.0,35875.0,607099.0,0.017064846416382253,52038.68,778.8825660377356,9.8,52038.68,778.8825660377356,13.249999999999954
false,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0285714285714285,139.0,2.0,30.0,29.0,111.0,0.7872340425531915,111.0,2.0,144.0,0.054421768707482984,8.0,142.0,666810213274689537,27.352553191489363,256.0117021276596,1.3316666666666668,86.33766666666666,34.38522522522522,301.8695495495496,-1010263.0782608695,-766.6869565217391,42398.92173913043,12775.217391304348,3288.617391304348,139.71304347826086,67434.04347826086,114.0,0.0,1.0,0.008695652173913044,2320.0,27034.0,523173.0,1069224.0,31121.0,8983.0,702084.0,0.008695652173913044,2837.62,262.1705223880597,16.89,2837.62,262.1705223880597,36.910000000000075
non-rumor,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0645933014354068,518.0,3.0,397.0,397.0,121.0,0.2335907335907336,121.0,3.0,445.0,0.06329113924050632,35.0,836.0,692692529779707904,123.89882239382237,665.7295366795367,9.371511335012595,781.3761209068008,499.6619834710744,286.2940495867768,-33874912.04506437,1008.038626609442,18385.03420523139,163266.16096579476,1395.774647887324,725.4869215291751,47412.4245472837,457.0,0.0,9.0,0.019313304721030045,39567.0,44803.0,318898.0,39537799.0,44806.0,134851.0,2028294.0,0.02414486921529175,39218.3,789.6493606138102,304.58,39218.3,789.6493606138102,30.819999999999997
non-rumor,27.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.1238938053097345,338.0,6.0,49.0,45.0,293.0,0.8567251461988304,293.0,6.0,381.0,0.06887052341597796,25.0,342.0,692498490249891842,8.58356725146199,468.341081871345,1.1338775510204082,207.1402040816327,9.829419795221844,512.0231399317406,-12007339.334375,1154.88125,33437.198113207545,62386.459119496845,1470.8899371069188,398.04088050314476,70966.3427672956,316.0,0.0,4.0,0.0125,152.0,100352.0,605706.0,13259000.0,100582.0,63394.0,1800871.0,0.05345911949685535,90882.73,505.3416013071897,26.51,90882.73,505.3416013071897,86.21
non-rumor,258.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,1.4029666254635351,809.0,4.0,103.0,98.0,716.0,0.8742368742368742,715.0,4.0,1135.0,0.10011123470522804,90.0,834.0,689867195657101312,155.92678876678875,840.3788034188036,825.9000970873791,135.51631067961168,59.54794692737431,941.776620111732,-3241037.233433735,-24354.01957831325,36204.853107344636,14753.888418079097,3148.49011299435,74.3319209039548,68576.43926553673,634.0,0.0,30.0,0.045180722891566265,19921.0,913524.0,927389.0,4419354.0,916002.0,20673.0,1567977.0,0.00423728813559322,105770.97,839.9702127659564,187.33,105770.97,839.9702127659564,27.91999999999999
true,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097087378640777,102.0,2.0,4.0,4.0,98.0,0.9607843137254902,98.0,2.0,104.0,0.028571428571428567,3.0,103.0,553512735192141826,0.033529411764705884,28.678333333333335,0.0,310.0125,0.03489795918367347,17.19530612244898,-3403857.651685393,1845.6067415730336,15592.255555555557,41518.977777777785,1866.7777777777774,301.26666666666665,58878.75555555557,89.0,0.0,0.0,0.0,-1694.0,35914.0,131552.0,3484652.0,35917.0,20016.0,426186.0,0.1,1223.47,29.043099999999992,2.65,1223.47,29.043099999999992,10.44
true,119.0,89.0,60.0,38.0,25.0,2.0,0.0,0.0,2.2142857142857144,629.0,7.0,19.0,18.0,614.0,0.9699842022116903,611.0,7.0,1395.0,0.19872611464968154,156.0,632.0,544517264054423552,3.1168088467614536,25.62484992101105,0.5089473684210526,19.099473684210526,3.197508143322476,25.826775244299675,-63371.101214574905,-10833.647773279352,22130.934456928844,3637.252808988764,1361.061797752809,49.65355805243446,56650.27715355805,443.0,0.0,51.0,0.10323886639676114,167793.0,147464.0,350923.0,178915.0,157158.0,1531.0,1715271.0,0.011235955056179777,680.73,25.2139527027027,3.885,680.73,25.2139527027027,2.2700000000000005
false,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1169354838709675,247.0,3.0,2.0,2.0,245.0,0.9919028340080972,245.0,3.0,277.0,0.08178438661710037,22.0,246.0,656629493377990656,90.59663967611336,1464.4525506072873,0.0,133.285,91.33620408163263,1475.3192244897955,-23.42857142857143,-121.09523809523809,10642.044052863437,703.9339207048457,469.2026431718062,9.581497797356828,30650.93832599119,12.0,0.0,9.0,0.42857142857142855,1375.0,427.0,222898.0,15290.0,4885.0,140.0,342978.0,0.0,37438.5,1601.7092342342335,64.865,37438.5,1601.7092342342335,9.545
unverified,689.0,190.0,44.0,25.0,22.0,2.0,0.0,0.0,1.5065906661916637,2807.0,7.0,64.0,59.0,2751.0,0.9772646536412078,2748.0,7.0,4229.0,0.1460298144204442,480.0,2831.0,663744139666804736,471.8720959147426,1534.6647886323267,177.823125,1860.47109375,478.7129298436932,1527.0851435841516,-86402.1885375494,-55549.21185770751,32276.223300970873,2117.7984466019416,1446.632233009709,58.15106796116505,42700.097087378635,2361.0,1.0,168.0,0.06640316205533597,380028.0,4552.0,910450.0,428859.0,82013.0,4333.0,1164720.0,0.010097087378640776,238424.4,1919.4623118865832,684.6,238424.4,1919.4623118865832,51.44
false,106.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5401785714285714,223.0,3.0,55.0,54.0,172.0,0.7577092511013216,169.0,3.0,345.0,0.08979591836734692,22.0,230.0,675005503160901632,37.11973568281938,175.34361233480178,13.36218181818182,104.4198181818182,44.71662790697675,198.02273255813958,-5898693.547738694,-1852.2964824120606,35068.92462311558,72217.13065326633,1985.7738693467334,610.929648241206,86752.14572864321,195.0,0.0,4.0,0.02010050251256281,12933165.0,41798.0,781383.0,13290929.0,42416.0,94713.0,1711952.0,0.04020100502512563,19033.05,301.5031192660551,79.5,19033.05,301.5031192660551,18.27
false,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0186915887850467,106.0,2.0,6.0,5.0,101.0,0.9439252336448598,101.0,2.0,109.0,0.045045045045045036,5.0,109.0,638047610973089793,108.6617757009346,2163.8141121495332,641.9166666666666,1959.9233333333332,76.98326732673267,2175.926435643564,-4841.18085106383,570.5,12734.031578947368,715.7473684210527,712.7473684210527,21.88421052631579,33457.73684210527,92.0,0.0,2.0,0.02127659574468085,96.0,5395.0,227576.0,5616.0,5490.0,752.0,397173.0,0.0,4260.4,2247.3630097087384,3851.8,4260.4,2247.3630097087384,14.4749999999999
unverified,37.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3534482758620692,115.0,4.0,5.0,5.0,110.0,0.9565217391304348,110.0,4.0,157.0,0.13533834586466165,18.0,115.0,727623131494387714,84.92191304347827,439.1073043478261,0.0,598.72,88.78200000000002,431.85218181818186,-35743.375,-18665.772727272728,41568.34042553192,9718.968085106382,6692.765957446809,115.32978723404257,81962.04255319151,80.0,0.0,8.0,0.09090909090909093,145656.0,53363.0,348568.0,186460.0,78039.0,1186.0,420558.0,0.0,3154.33,460.9327631578946,157.14,3154.33,460.9327631578946,35.35
non-rumor,133.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.1626666666666667,1124.0,4.0,26.0,26.0,1098.0,0.9768683274021353,1098.0,4.0,1308.0,0.09135004042037187,113.0,1124.0,723198441690636288,1.5841370106761563,243.5979003558719,0.16615384615384615,23.751153846153844,1.6177140255009108,248.80374316939887,-10099979.72265625,-102299.7919921875,21165.772946859906,13271.282125603864,950.0202898550723,60.19323671497585,42923.2038647343,989.0,0.0,35.0,0.0341796875,30892.0,2836.0,728582.0,11592863.0,117511.0,35871.0,1257898.0,0.00966183574879227,65962.53,128.01707342295737,6.43,65962.53,128.01707342295737,3.86
true,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0414507772020725,192.0,2.0,15.0,15.0,177.0,0.921875,177.0,2.0,201.0,0.04,8.0,192.0,641082932740947972,0.64984375,160.72796875,0.0,134.82000000000002,0.7049152542372882,162.9235593220339,-41392116.296703294,643.3516483516484,40907.92391304348,238375.21195652173,1605.6195652173913,1220.8260869565215,87628.10869565218,181.0,0.0,1.0,0.005494505494505495,2327.0,28866.0,564174.0,43297492.0,29753.0,199791.0,1800870.0,0.021739130434782608,8592.42,166.75868852459024,18.48,8592.42,166.75868852459024,13.44
false,12.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,1.3867924528301887,105.0,6.0,1.0,1.0,104.0,0.9904761904761904,104.0,6.0,147.0,0.1532258064516129,19.0,104.0,648894687542034432,14.132476190476194,698.9417142857143,0.0,6.45,14.268365384615382,705.6002884615384,-896321.0326086957,-1727.2934782608695,8671.329787234043,12445.968085106382,564.4787234042552,35.627659574468076,33284.3085106383,82.0,0.0,10.0,0.10869565217391304,1402.0,1215.0,54774.0,1114932.0,3520.0,2707.0,153784.0,0.0,8649.1,852.2066666666667,20.9,8649.1,852.2066666666667,12.360000000000005
non-rumor,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09375,287.0,2.0,6.0,6.0,281.0,0.9790940766550522,281.0,2.0,315.0,0.04651162790697674,14.0,288.0,692925396292091905,28.429581881533103,298.8939721254355,0.0,65.63,29.036619217081853,303.8746975088968,-5718788.80608365,440.02281368821286,25382.875471698117,29523.883018867924,2183.4754716981133,277.1698113207547,47433.88301886793,263.0,0.0,0.0,0.0,-857.0,164695.0,574743.0,6285671.0,164971.0,38759.0,1330116.0,0.022641509433962263,11460.65,311.48845559845563,43.52,11460.65,311.48845559845563,19.355
unverified,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0144927536231885,68.0,2.0,66.0,66.0,2.0,0.029411764705882356,2.0,2.0,70.0,0.04225352112676056,3.0,140.0,752934272500109313,28.848382352941176,1541.1514705882353,0.0,1579.106818181818,980.845,288.62499999999994,-4597090.924242424,-38.71212121212121,19213.253731343284,73004.97014925373,1745.2835820895525,494.61194029850753,46335.611940298506,65.0,0.0,1.0,0.015151515151515154,1108.0,19946.0,520686.0,4742862.0,21686.0,24680.0,843609.0,0.04477611940298507,30896.51,1579.1068181818175,795.9200000000002,30896.51,1579.1068181818175,288.62499999999994
unverified,113.0,69.0,37.0,15.0,9.0,6.0,2.0,0.0,2.2997481108312336,396.0,8.0,9.0,9.0,388.0,0.9773299748110832,387.0,8.0,913.0,0.2220039292730845,113.0,401.0,778572032531427332,83.11166246851386,292.4901259445844,134.55666666666667,98.05111111111108,81.9183505154639,297.00030927835047,-80246.546875,-1439.090625,38623.8125,3006.6164772727275,1435.721590909091,69.22443181818181,90728.96306818182,274.0,0.0,46.0,0.14375,28751.0,18983.0,619580.0,197085.0,22859.0,5419.0,774783.0,0.011363636363636364,2749.08,246.84468965517254,72.58,2749.08,246.84468965517254,22.21
unverified,636.0,85.0,9.0,1.0,0.0,0.0,0.0,0.0,1.3200612557427258,2611.0,5.0,470.0,382.0,2252.0,0.8273328434974284,2243.0,5.0,3448.0,0.0949740034662045,274.0,2818.0,716451800581279744,36.75811535635562,580.1484753857459,33.150999999999996,1358.7487234042553,37.5109325044405,417.65197602131445,-819878.4515455305,-7887.55388471178,36133.413559322034,3504.2300847457627,1582.7682203389832,83.46652542372881,48717.16398305085,2289.0,0.0,105.0,0.04385964912280702,935250.0,65666.0,710752.0,1232445.0,78081.0,11285.0,993146.0,0.010169491525423728,63456.68,655.7452712765968,127.785,63456.68,655.7452712765968,81.555
false,927.0,332.0,124.0,47.0,6.0,0.0,0.0,0.0,1.7357408032399595,3006.0,6.0,270.0,254.0,2755.0,0.9107438016528926,2753.0,6.0,5143.0,0.17958515283842796,658.0,3124.0,637868242560638980,9719.093894214875,36136.51853884298,4787.330185185187,59070.38648148147,10202.424638838474,33888.91623593467,-64601.61480865224,-7922.329450915142,30739.606003039517,2441.859042553192,1254.3446048632218,38.49924012158055,48496.03837386019,2182.0,1.0,221.0,0.09193011647254576,484263.0,329593.0,1003792.0,518669.0,333164.0,4388.0,774784.0,0.004559270516717325,527995.75,40906.95970511133,1762.3000000000004,527995.75,40906.95970511133,1140.72
true,60.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.430711610486891,266.0,4.0,7.0,7.0,261.0,0.9738805970149254,260.0,4.0,382.0,0.17901234567901236,58.0,271.0,498430783699554305,66.78570895522388,226.72175373134326,7.942857142857143,111.54142857142858,68.36386973180079,229.81088122605357,-201197.8464912281,-8.846491228070176,35258.915966386565,4183.441176470587,1957.7605042016805,95.36974789915966,108284.1806722689,211.0,0.0,17.0,0.07456140350877193,20087.0,51744.0,1153607.0,293633.0,52587.0,3966.0,946073.0,0.02100840336134454,3024.2,230.70553072625702,146.16,3024.2,230.70553072625702,62.305
false,49.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.215346534653465,403.0,4.0,0.0,0.0,403.0,1.0,403.0,4.0,491.0,0.1162280701754386,53.0,403.0,641430951403343872,44.24411910669974,398.5631265508685,,,44.24411910669974,398.5631265508685,-859298.544715447,-2831.4336043360436,12243.290666666666,3348.3973333333333,503.47466666666674,25.922666666666668,55545.45066666666,349.0,0.0,20.0,0.054200542005420065,4890.0,26590.0,293081.0,1026675.0,30462.0,2316.0,397806.0,0.0,37888.35,430.9023809523806,43.45,37888.35,430.9023809523806,86.22
false,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1962616822429906,106.0,2.0,4.0,4.0,102.0,0.9622641509433962,102.0,2.0,128.0,0.045045045045045036,5.0,105.0,635632641635667968,31.903396226415094,1489.6821698113208,0.0,26.82,33.15450980392157,1547.0493137254905,-2154028.23,237.37,16079.148514851488,28756.0594059406,1132.4356435643565,237.2772277227723,32076.574257425742,98.0,0.0,2.0,0.02,260.0,11531.0,391615.0,2707342.0,12568.0,14557.0,540401.0,0.0297029702970297,73756.05,1481.791071428571,48.38500000000001,73756.05,1481.791071428571,75.545
unverified,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1531531531531531,110.0,4.0,16.0,16.0,94.0,0.8545454545454545,94.0,4.0,128.0,0.10569105691056913,13.0,109.0,652000523525091328,3.527454545454545,233.60709090909089,2.241875,56.17875,3.7462765957446806,263.80765957446806,-2527738.3368421053,575.5052631578948,12071.808080808081,27835.646464646466,1243.7272727272727,230.41414141414143,52069.484848484855,94.0,0.0,1.0,0.010526315789473684,2558.0,8265.0,104964.0,2639910.0,8889.0,17285.0,1038364.0,0.020202020202020204,8112.92,152.65775510204085,24.935,8112.92,152.65775510204085,32.67
false,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0273972602739727,72.0,2.0,4.0,4.0,68.0,0.9444444444444444,68.0,2.0,75.0,0.05263157894736842,4.0,72.0,626897206717624320,64.33541666666667,2643.597222222222,0.0,2493.37,68.11985294117648,2652.434117647059,3889.9268292682927,3912.243902439024,6733.318181818182,7011.568181818182,3715.7045454545455,51.34090909090909,31881.522727272728,24.0,0.0,17.0,0.4146341463414634,34868.0,31342.0,65373.0,37620.0,31342.0,881.0,206833.0,0.0,8467.9,2614.682318840581,1430.88,8467.9,2614.682318840581,4127.94
non-rumor,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0421052631578946,474.0,2.0,114.0,112.0,362.0,0.7605042016806722,362.0,2.0,495.0,0.038539553752535496,19.0,482.0,693476774462820352,4.190252100840337,249.59899159663865,1.9789473684210528,314.34991228070174,4.886629834254144,229.207817679558,-19664539.535885166,366.0765550239234,23988.06398104265,50108.78672985782,1527.8838862559244,356.78199052132703,61799.09478672986,416.0,0.0,2.0,0.004784688995215311,1207.0,48223.0,605693.0,20397731.0,49308.0,117800.0,1711952.0,0.0047393364928909965,8866.5,255.40256070640163,31.71,8866.5,255.40256070640163,16.08
false,24.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,1.362637362637363,181.0,4.0,13.0,12.0,169.0,0.9285714285714286,169.0,4.0,248.0,0.11274509803921567,23.0,182.0,626516248206135296,22.204175824175824,1540.9954395604395,3.1069230769230765,226.10153846153847,23.67319526627219,1642.1411242603551,-994381.6728395063,-3192.8209876543215,23736.469512195123,8950.969512195123,694.7865853658536,109.75609756097559,47028.14024390244,154.0,0.0,8.0,0.04938271604938271,3734.0,1748.0,905506.0,1320145.0,5829.0,12582.0,572064.0,0.012195121951219513,242611.8,1823.7330714285708,17.045,242611.8,1823.7330714285708,28.390000000000004
false,46.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,1.2148337595907928,391.0,5.0,6.0,6.0,385.0,0.9846547314578004,385.0,5.0,475.0,0.10526315789473684,46.0,392.0,676094756758364160,13.532915601023015,301.80138107416883,0.0,126.26666666666664,13.74381818181818,304.53698701298697,-1657218.4723926382,1537.4662576687115,11956.47462686567,8610.994029850746,1638.2895522388062,47.256716417910454,64039.62388059701,311.0,0.0,15.0,0.04601226993865031,2832.0,87932.0,265676.0,1953378.0,87933.0,7606.0,626496.0,0.005970149253731343,50611.98,331.47850609756125,12.03,50611.98,331.47850609756125,7.574999999999998
unverified,208.0,48.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3322818086225026,950.0,5.0,213.0,192.0,761.0,0.7813141683778234,759.0,5.0,1267.0,0.107981220657277,115.0,999.0,715256242990505984,186.41661190965087,593.8951334702258,54.53154929577465,836.6802816901409,223.33056504599216,525.940814717477,-1840156.7301401868,201.81308411214954,39303.00701754386,9928.693567251463,1961.280701754386,147.49239766081868,66460.26900584795,818.0,0.0,38.0,0.04439252336448598,1035484.0,129269.0,615261.0,2413463.0,129873.0,22426.0,829688.0,0.025730994152046785,79643.6,689.5741304347829,145.93,79643.6,689.5741304347829,31.860000000000007
non-rumor,119.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1450313339301699,1116.0,4.0,101.0,97.0,1022.0,0.9100623330365092,1019.0,4.0,1279.0,0.05423728813559322,64.0,1128.0,690650123358093312,14.631745325022262,271.20971504897597,0.5434653465346535,339.7244554455445,16.024031311154598,264.4386888454012,-35351587.58325405,1307.5004757373931,19697.237595419847,74078.93702290076,1446.076335877863,373.1097328244274,48457.529580152666,1024.0,0.0,27.0,0.025689819219790674,68575.0,127846.0,710781.0,39538308.0,127849.0,134855.0,1712257.0,0.02385496183206107,13985.45,277.7583709016394,23.085,13985.45,277.7583709016394,15.740000000000002
unverified,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,199.0,3.0,46.0,43.0,158.0,0.7745098039215687,157.0,3.0,230.0,0.09132420091324199,20.0,206.0,701514249269542912,17.350686274509805,320.891225490196,7.6173913043478265,339.6669565217391,20.18443037974684,315.42487341772147,-36586075.9144385,-3284.732620320856,41101.935135135136,236684.86486486485,1890.5621621621624,1198.572972972973,94076.97297297297,177.0,0.0,10.0,0.053475935828877004,2802.0,84598.0,630148.0,43297160.0,85485.0,199784.0,1711952.0,0.03783783783783784,12335.5,193.8492899408284,23.48,12335.5,193.8492899408284,22.715000000000003
true,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2209944751381216,180.0,3.0,25.0,23.0,157.0,0.8626373626373627,157.0,3.0,221.0,0.05263157894736842,10.0,182.0,623599854661541888,4.090494505494505,479.45675824175817,18.93,98.344,1.727515923566879,540.1435031847134,-891314.6916666668,512.925,14359.893333333332,7465.873333333332,1014.72,99.17333333333332,40176.64666666667,116.0,0.0,4.0,0.03333333333333333,9967.0,11153.0,219926.0,947765.0,11748.0,8298.0,1320250.0,0.006666666666666667,29140.57,570.2743262411346,52.03,29140.57,570.2743262411346,25.07
false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,382.0,2.0,0.0,0.0,382.0,1.0,382.0,2.0,383.0,0.005208333333333333,2.0,381.0,629209452793626624,0.9155759162303664,1357.4014921465966,,,0.9155759162303664,1357.4014921465966,11946.0,2769.333333333333,1111.2,15702.8,2018.2,14.0,34276.2,2.0,0.0,1.0,0.3333333333333333,48496.0,8866.0,3512.0,59115.0,9195.0,52.0,89128.0,0.0,388991.47,1360.0793175852991,337.55,388991.47,1360.0793175852991,337.15
non-rumor,60.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1218354430379749,631.0,3.0,190.0,187.0,444.0,0.7003154574132492,444.0,3.0,709.0,0.08946608946608947,62.0,642.0,693811101146963968,191.04675078864358,2565.3414826498424,53.106210526315785,1763.5756315789474,250.07536036036038,2908.4394819819813,-3434789.92936803,-591.2063197026023,40391.14678899082,8974.91743119266,856.9376146788991,114.22385321100916,47474.064220183485,522.0,0.0,16.0,0.02973977695167286,12368.0,29289.0,695400.0,3803909.0,30691.0,39300.0,940166.0,0.0036697247706422025,160465.88,2823.954448398576,1502.59,160465.88,2823.954448398576,16.08999999999969
false,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1406727828746177,326.0,3.0,38.0,37.0,289.0,0.8837920489296636,289.0,3.0,373.0,0.07122507122507123,25.0,328.0,666497286663503872,15.98645259938838,344.01440366972474,0.2613157894736842,235.31105263157892,18.05411764705882,358.30757785467125,-3313824.1304347827,830.247491638796,20250.66,16321.68,1936.966666666667,190.2433333333333,52493.21333333333,294.0,0.0,5.0,0.016722408026755852,3130.0,53511.0,525013.0,3778508.0,54039.0,33352.0,645035.0,0.016666666666666666,23556.85,345.202195121951,24.82,23556.85,345.202195121951,17.945
false,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0421686746987953,165.0,2.0,10.0,10.0,155.0,0.9393939393939394,155.0,2.0,173.0,0.040697674418604654,7.0,164.0,642432477185867776,221.76430303030304,9403.61193939394,0.0,5726.7880000000005,236.0716774193548,9640.826387096777,-678325.3655172414,349.09655172413795,11660.520547945205,5353.08904109589,451.82876712328766,14.445205479452055,18743.520547945205,144.0,0.0,1.0,0.006896551724137931,506.0,4952.0,210410.0,713159.0,5001.0,1309.0,215921.0,0.0,98353.8,9869.404394904459,99.1,98353.8,9869.404394904459,32.02500000000001
non-rumor,73.0,10.0,18.0,5.0,1.0,0.0,0.0,0.0,1.6452830188679246,264.0,6.0,5.0,5.0,259.0,0.981060606060606,259.0,6.0,436.0,0.15384615384615385,48.0,263.0,682999206290829312,621.2502272727273,971.9888257575757,0.0,220.484,633.2434749034749,986.4966409266408,-699876.7351778656,-347.40316205533594,17270.511811023618,6908.964566929135,1085.1574803149606,257.4133858267717,38367.37007874016,239.0,0.0,14.0,0.05533596837944664,100576.0,23178.0,905520.0,1169288.0,24347.0,29324.0,572559.0,0.011811023622047244,101913.02,1368.3332484076427,67.34,101913.02,1368.3332484076427,35.970000000000034
false,36.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.308641975308642,161.0,4.0,8.0,8.0,156.0,0.951219512195122,154.0,4.0,212.0,0.1390374331550802,26.0,166.0,660466342038867969,271.9581707317073,2435.6184146341466,3.64625,225.605,285.7177564102564,2548.952435897436,-2482.813008130081,1030.0162601626016,36839.23880597015,3623.6641791044776,3101.9402985074626,170.4179104477612,77998.0,93.0,0.0,30.0,0.24390243902439024,32616.0,38133.0,572736.0,37698.0,38845.0,2613.0,783588.0,0.0,17329.88,2427.8298305084754,1813.365,17329.88,2427.8298305084754,1013.93
false,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0973451327433628,112.0,2.0,17.0,16.0,96.0,0.8495575221238938,96.0,2.0,124.0,0.10400000000000001,13.0,113.0,656202544331517952,12.913097345132742,761.8725663716814,3.5935294117647056,648.5535294117648,14.5634375,781.9394791666667,-569914.32,-5592.31,42217.217821782186,8368.148514851486,1939.7326732673266,185.74257425742573,75979.85148514851,96.0,0.0,4.0,0.04,2470.0,17682.0,632733.0,635271.0,25854.0,10968.0,1029353.0,0.0594059405940594,13387.42,657.5656000000002,46.935,13387.42,657.5656000000002,53.19
unverified,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0589569160997732,440.0,2.0,99.0,88.0,354.0,0.7814569536423841,353.0,2.0,467.0,0.05172413793103448,24.0,464.0,727172374999666688,4.305805739514348,629.698587196468,7.733131313131312,520.7818181818182,3.347316384180792,660.1583615819209,-1953085.5976676384,3451.0233236151607,44765.10355029586,12332.565088757396,4857.050295857988,130.64792899408286,75321.65088757397,335.0,0.0,8.0,0.023323615160349854,2370.0,116366.0,461361.0,2138788.0,117412.0,13399.0,1913436.0,0.005917159763313609,12577.05,622.220435835351,121.2,12577.05,622.220435835351,179.43
false,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1136363636363635,87.0,2.0,3.0,3.0,84.0,0.9655172413793104,84.0,2.0,98.0,0.08421052631578947,8.0,86.0,647193820812177408,11.726436781609195,210.60758620689654,0.0,3738.433333333333,12.145238095238097,84.61380952380952,-5851714.965116279,661.8837209302326,16010.045977011494,80222.11494252871,1371.5172413793102,645.2413793103449,39548.0,84.0,0.0,2.0,0.02325581395348837,2588.0,16967.0,179030.0,6708958.0,17407.0,49921.0,392659.0,0.08045977011494253,11036.17,236.5088157894737,12.0,11036.17,236.5088157894737,12.95
